timestamp,user,event,ip,file_access,bytes_transferred
2024-01-01T00:56:00,guest,connection_established,172.16.0.2,/var/www/html/index_8.html,334
2024-01-01T00:57:00,backup_svc,login_success,172.16.0.2,/var/www/html/index_5.html,554
2024-01-01T00:58:00,user2,logout,192.168.1.11,/var/www/html/index_7.html,2876
2024-01-01T00:59:00,guest,connection_established,172.16.0.2,/var/www/html/index_6.html,2566
2024-01-01T01:00:00,user2,file_read,10.0.0.5,/var/www/html/index_2.html,1986
2024-01-01T01:01:00,guest,login_success,192.168.1.11,/var/www/html/index_8.html,2054
2024-01-01T01:02:00,admin,connection_established,172.16.0.2,/var/www/html/index_2.html,4433
2024-01-01T01:03:00,guest,file_read,192.168.1.11,/var/www/html/index_6.html,1821
2024-01-01T01:04:00,admin,logout,10.0.0.5,/var/www/html/index_3.html,169
2024-01-01T01:05:00,admin,connection_established,192.168.1.11,/var/www/html/index_6.html,4372
2024-01-01T01:06:00,guest,file_write,192.168.1.10,/var/www/html/index_6.html,1184
2024-01-01T01:07:00,user1,login_success,192.168.1.11,/var/www/html/index_9.html,450
2024-01-01T01:08:00,admin,file_write,172.16.0.2,/var/www/html/index_4.html,4041
2024-01-01T01:09:00,user2,connection_established,192.168.1.10,/var/www/html/index_8.html,3287
2024-01-01T01:10:00,admin,file_read,192.168.1.10,/var/www/html/index_6.html,328
2024-01-01T01:11:00,user2,login_success,192.168.1.10,/var/www/html/index_6.html,4958
2024-01-01T01:12:00,guest,logout,192.168.1.11,/var/www/html/index_4.html,451
2024-01-01T01:13:00,admin,logout,192.168.1.11,/var/www/html/index_7.html,410
2024-01-01T01:14:00,admin,file_read,10.0.0.5,/var/www/html/index_6.html,2239
2024-01-01T01:15:00,user1,file_write,192.168.1.11,/var/www/html/index_2.html,1849
2024-01-01T01:16:00,guest,file_read,192.168.1.11,/var/www/html/index_2.html,3779
2024-01-01T01:17:00,user2,connection_established,10.0.0.5,/var/www/html/index_8.html,4643
2024-01-01T01:18:00,guest,logout,172.16.0.2,/var/www/html/index_2.html,4017
2024-01-01T01:19:00,guest,connection_established,192.168.1.10,/var/www/html/index_6.html,3796
2024-01-01T01:20:00,guest,connection_established,192.168.1.11,/var/www/html/index_4.html,2839
2024-01-01T01:21:00,guest,connection_established,10.0.0.5,/var/www/html/index_6.html,2431
2024-01-01T01:22:00,guest,logout,192.168.1.10,/var/www/html/index_6.html,2827
2024-01-01T01:23:00,user2,file_write,172.16.0.2,/var/www/html/index_4.html,4379
2024-01-01T01:24:00,guest,logout,192.168.1.11,/var/www/html/index_9.html,4750
2024-01-01T01:25:00,guest,login_success,192.168.1.10,/var/www/html/index_8.html,2855
2024-01-01T01:26:00,user2,file_write,10.0.0.5,/var/www/html/index_5.html,1264
2024-01-01T01:27:00,user1,logout,172.16.0.2,/var/www/html/index_5.html,4188
2024-01-01T01:28:00,user2,file_write,10.0.0.5,/var/www/html/index_9.html,4833
2024-01-01T01:29:00,guest,file_read,172.16.0.2,/var/www/html/index_1.html,1898
2024-01-01T01:30:00,guest,connection_established,172.16.0.2,/var/www/html/index_5.html,4008
2024-01-01T01:31:00,admin,connection_established,10.0.0.5,/var/www/html/index_4.html,449
2024-01-01T01:32:00,user2,file_read,192.168.1.10,/var/www/html/index_3.html,4517
2024-01-01T01:33:00,user1,file_write,10.0.0.5,/var/www/html/index_9.html,3674
2024-01-01T01:34:00,admin,file_read,192.168.1.10,/var/www/html/index_7.html,542
2024-01-01T01:35:00,user2,file_read,10.0.0.5,/var/www/html/index_9.html,641
2024-01-01T01:36:00,guest,logout,172.16.0.2,/var/www/html/index_6.html,3725
2024-01-01T01:37:00,user2,connection_established,10.0.0.5,/var/www/html/index_4.html,3066
2024-01-01T01:38:00,user2,login_success,192.168.1.10,/var/www/html/index_8.html,1058
2024-01-01T01:39:00,user2,file_write,10.0.0.5,/var/www/html/index_4.html,623
2024-01-01T01:40:00,unknown_attacker,login_failure,8.8.8.8,/var/www/html/index_9.html,85164
2024-01-01T01:41:00,user2,file_read,10.0.0.5,/var/www/html/index_5.html,3640
2024-01-01T01:42:00,user1,logout,192.168.1.10,/var/www/html/index_2.html,2997
2024-01-01T01:43:00,user2,file_write,192.168.1.10,/var/www/html/index_1.html,175
2024-01-01T01:44:00,backup_svc,login_success,192.168.1.11,/var/www/html/index_8.html,3563
2024-01-01T01:45:00,user2,file_write,192.168.1.11,/var/www/html/index_6.html,721
2024-01-01T01:46:00,guest,login_success,172.16.0.2,/var/www/html/index_9.html,1965
2024-01-01T01:47:00,guest,login_success,10.0.0.5,/var/www/html/index_2.html,4410
2024-01-01T01:48:00,admin,file_read,172.16.0.2,/var/www/html/index_9.html,1950
2024-01-01T01:49:00,backup_svc,connection_established,10.0.0.5,/var/www/html/index_9.html,2754
2024-01-01T01:50:00,admin,login_success,10.0.0.5,/var/www/html/index_2.html,701
2024-01-01T01:51:00,backup_svc,logout,192.168.1.11,/var/www/html/index_5.html,4558
2024-01-01T01:52:00,user2,file_read,192.168.1.10,/var/www/html/index_3.html,4246
2024-01-01T01:53:00,backup_svc,connection_established,192.168.1.11,/var/www/html/index_1.html,495
2024-01-01T01:54:00,admin,file_write,10.0.0.5,/var/www/html/index_1.html,2617
2024-01-01T01:55:00,user2,logout,10.0.0.5,/var/www/html/index_4.html,2370
2024-01-01T01:56:00,backup_svc,logout,172.16.0.2,/var/www/html/index_4.html,4496
2024-01-01T01:57:00,user2,connection_established,10.0.0.5,/var/www/html/index_6.html,2079
2024-01-01T01:58:00,admin,file_read,10.0.0.5,/var/www/html/index_5.html,227
2024-01-01T01:59:00,guest,login_success,172.16.0.2,/var/www/html/index_3.html,1518
2024-01-01T02:00:00,admin,login_success,172.16.0.2,/var/www/html/index_1.html,927
2024-01-01T02:01:00,admin,login_success,192.168.1.10,/var/www/html/index_3.html,2840
2024-01-01T02:02:00,user1,file_write,192.168.1.10,/var/www/html/index_8.html,1127
2024-01-01T02:03:00,guest,file_read,10.0.0.5,/var/www/html/index_8.html,2477
2024-01-01T02:04:00,backup_svc,logout,192.168.1.10,/var/www/html/index_7.html,4246
2024-01-01T02:05:00,user2,login_success,192.168.1.11,/var/www/html/index_5.html,2750
2024-01-01T02:06:00,user1,logout,192.168.1.10,/var/www/html/index_3.html,4629
2024-01-01T02:07:00,guest,connection_established,192.168.1.11,/var/www/html/index_5.html,4397
2024-01-01T02:08:00,admin,file_write,172.16.0.2,/var/www/html/index_3.html,3873
2024-01-01T02:09:00,user2,file_write,10.0.0.5,/var/www/html/index_6.html,3994
2024-01-01T02:10:00,guest,file_read,192.168.1.11,/var/www/html/index_9.html,2664
2024-01-01T02:11:00,backup_svc,login_success,172.16.0.2,/var/www/html/index_6.html,1008
2024-01-01T02:12:00,backup_svc,login_success,10.0.0.5,/var/www/html/index_6.html,1929
2024-01-01T02:13:00,backup_svc,file_write,10.0.0.5,/var/www/html/index_5.html,2401
2024-01-01T02:14:00,user2,login_success,172.16.0.2,/var/www/html/index_7.html,1841
2024-01-01T02:15:00,user2,logout,192.168.1.11,/var/www/html/index_3.html,3446
2024-01-01T02:16:00,guest,connection_established,172.16.0.2,/var/www/html/index_6.html,1654
2024-01-01T02:17:00,user1,connection_established,10.0.0.5,/var/www/html/index_3.html,3278
2024-01-01T02:18:00,backup_svc,connection_established,10.0.0.5,/var/www/html/index_6.html,3273
2024-01-01T02:19:00,backup_svc,file_read,172.16.0.2,/var/www/html/index_6.html,225
2024-01-01T02:20:00,user2,file_write,10.0.0.5,/var/www/html/index_3.html,3261
2024-01-01T02:21:00,guest,login_success,192.168.1.11,/var/www/html/index_7.html,4766
2024-01-01T02:22:00,guest,connection_established,172.16.0.2,/var/www/html/index_7.html,3005
2024-01-01T02:23:00,user1,logout,10.0.0.5,/var/www/html/index_9.html,2621
2024-01-01T02:24:00,backup_svc,file_read,172.16.0.2,/var/www/html/index_5.html,4236
2024-01-01T02:25:00,user2,file_read,10.0.0.5,/var/www/html/index_3.html,4548
2024-01-01T02:26:00,admin,file_write,10.0.0.5,/var/www/html/index_7.html,3302
2024-01-01T02:27:00,backup_svc,file_write,192.168.1.11,/var/www/html/index_5.html,1369
2024-01-01T02:28:00,user1,file_write,192.168.1.10,/var/www/html/index_5.html,1941
2024-01-01T02:29:00,admin,file_read,10.0.0.5,/var/www/html/index_3.html,4524
2024-01-01T02:30:00,unknown_attacker,login_failure,8.8.8.8,/var/www/html/index_7.html,73595
2024-01-01T02:31:00,user1,login_success,10.0.0.5,/var/www/html/index_3.html,3178
2024-01-01T02:32:00,guest,file_write,192.168.1.11,/var/www/html/index_1.html,1820
2024-01-01T02:33:00,user2,login_success,192.168.1.10,/var/www/html/index_9.html,2914
2024-01-01T02:34:00,user1,file_write,192.168.1.11,/var/www/html/index_6.html,4673
2024-01-01T02:35:00,user1,login_success,192.168.1.11,/var/www/html/index_3.html,1847
2024-01-01T02:36:00,user2,file_write,192.168.1.10,/var/www/html/index_5.html,3824
2024-01-01T02:37:00,user2,connection_established,172.16.0.2,/var/www/html/index_7.html,3151
2024-01-01T02:38:00,user1,connection_established,172.16.0.2,/var/www/html/index_7.html,4060
2024-01-01T02:39:00,user2,login_success,192.168.1.10,/var/www/html/index_8.html,3712
2024-01-01T02:40:00,backup_svc,file_read,192.168.1.11,/var/www/html/index_9.html,3869
2024-01-01T02:41:00,guest,file_write,192.168.1.10,/var/www/html/index_8.html,4706
2024-01-01T02:42:00,admin,file_write,192.168.1.11,/var/www/html/index_9.html,4878
2024-01-01T02:43:00,user2,file_write,192.168.1.11,/var/www/html/index_9.html,4856
2024-01-01T02:44:00,guest,file_write,192.168.1.10,/var/www/html/index_6.html,1670
2024-01-01T02:45:00,user1,file_read,172.16.0.2,/var/www/html/index_2.html,1368
2024-01-01T02:46:00,admin,file_write,192.168.1.11,/var/www/html/index_4.html,982
2024-01-01T02:47:00,user2,connection_established,192.168.1.11,/var/www/html/index_5.html,2786
2024-01-01T02:48:00,backup_svc,file_read,192.168.1.11,/var/www/html/index_3.html,3686
2024-01-01T02:49:00,admin,login_success,192.168.1.10,/var/www/html/index_8.html,3313
2024-01-01T02:50:00,user2,file_write,192.168.1.10,/var/www/html/index_8.html,3723
2024-01-01T02:51:00,user2,file_read,192.168.1.11,/var/www/html/index_2.html,837
2024-01-01T02:52:00,user1,logout,192.168.1.10,/var/www/html/index_7.html,2677
2024-01-01T02:53:00,user1,file_read,172.16.0.2,/var/www/html/index_2.html,100
2024-01-01T02:54:00,guest,connection_established,10.0.0.5,/var/www/html/index_3.html,638
2024-01-01T02:55:00,admin,connection_established,192.168.1.10,/var/www/html/index_5.html,4053
2024-01-01T02:56:00,user1,logout,192.168.1.11,/var/www/html/index_7.html,4017
2024-01-01T02:57:00,backup_svc,logout,192.168.1.10,/var/www/html/index_5.html,1300
2024-01-01T02:58:00,admin,file_read,172.16.0.2,/var/www/html/index_5.html,1689
2024-01-01T02:59:00,guest,connection_established,192.168.1.11,/var/www/html/index_8.html,2933
2024-01-01T03:00:00,guest,login_success,192.168.1.11,/var/www/html/index_3.html,1652
2024-01-01T03:01:00,admin,file_write,172.16.0.2,/var/www/html/index_9.html,2649
2024-01-01T03:02:00,user1,file_write,172.16.0.2,/var/www/html/index_6.html,1618
2024-01-01T03:03:00,user2,file_write,192.168.1.10,/var/www/html/index_3.html,126
2024-01-01T03:04:00,user2,logout,192.168.1.11,/var/www/html/index_8.html,2674
2024-01-01T03:05:00,admin,connection_established,10.0.0.5,/var/www/html/index_1.html,3792
2024-01-01T03:06:00,user2,file_read,192.168.1.11,/var/www/html/index_7.html,2136
2024-01-01T03:07:00,user2,logout,192.168.1.10,/var/www/html/index_4.html,2454
2024-01-01T03:08:00,user2,file_read,192.168.1.11,/var/www/html/index_6.html,1294
2024-01-01T03:09:00,guest,file_write,172.16.0.2,/var/www/html/index_7.html,2915
2024-01-01T03:10:00,user2,file_read,172.16.0.2,/var/www/html/index_7.html,1587
2024-01-01T03:11:00,backup_svc,connection_established,172.16.0.2,/var/www/html/index_1.html,2712
2024-01-01T03:12:00,backup_svc,file_read,10.0.0.5,/var/www/html/index_7.html,4684
2024-01-01T03:13:00,user1,logout,192.168.1.11,/var/www/html/index_4.html,790
2024-01-01T03:14:00,user1,logout,192.168.1.10,/var/www/html/index_9.html,717
2024-01-01T03:15:00,admin,logout,192.168.1.10,/var/www/html/index_1.html,2814
2024-01-01T03:16:00,backup_svc,file_read,192.168.1.10,/var/www/html/index_3.html,1421
2024-01-01T03:17:00,guest,login_success,172.16.0.2,/var/www/html/index_3.html,1843
2024-01-01T03:18:00,user1,file_read,192.168.1.10,/var/www/html/index_9.html,4563
2024-01-01T03:19:00,user1,connection_established,172.16.0.2,/var/www/html/index_4.html,188
2024-01-01T03:20:00,unknown_attacker,login_failure,8.8.8.8,/var/www/html/index_4.html,66871
2024-01-01T03:21:00,backup_svc,file_write,192.168.1.10,/var/www/html/index_1.html,1082
2024-01-01T03:22:00,user2,connection_established,192.168.1.10,/var/www/html/index_2.html,4579
2024-01-01T03:23:00,guest,connection_established,10.0.0.5,/var/www/html/index_2.html,4360
2024-01-01T03:24:00,user2,login_success,192.168.1.10,/var/www/html/index_4.html,1369
2024-01-01T03:25:00,backup_svc,file_write,172.16.0.2,/var/www/html/index_6.html,880
2024-01-01T03:26:00,backup_svc,file_read,172.16.0.2,/var/www/html/index_5.html,2102
2024-01-01T03:27:00,user2,file_write,172.16.0.2,/var/www/html/index_8.html,1777
2024-01-01T03:28:00,admin,file_read,172.16.0.2,/var/www/html/index_6.html,3571
2024-01-01T03:29:00,admin,connection_established,172.16.0.2,/var/www/html/index_3.html,822
2024-01-01T03:30:00,user1,connection_established,10.0.0.5,/var/www/html/index_7.html,4495
2024-01-01T03:31:00,admin,file_write,192.168.1.11,/var/www/html/index_1.html,789
2024-01-01T03:32:00,admin,connection_established,10.0.0.5,/var/www/html/index_1.html,3415
2024-01-01T03:33:00,user1,logout,172.16.0.2,/var/www/html/index_2.html,2829
2024-01-01T03:34:00,guest,file_read,192.168.1.11,/var/www/html/index_6.html,3786
2024-01-01T03:35:00,user1,logout,192.168.1.11,/var/www/html/index_3.html,1455
2024-01-01T03:36:00,user2,connection_established,10.0.0.5,/var/www/html/index_6.html,3543
2024-01-01T03:37:00,admin,file_read,192.168.1.11,/var/www/html/index_1.html,3979
2024-01-01T03:38:00,user1,login_success,172.16.0.2,/var/www/html/index_6.html,2729
2024-01-01T03:39:00,guest,logout,192.168.1.10,/var/www/html/index_1.html,2411
2024-01-01T03:40:00,user2,logout,192.168.1.11,/var/www/html/index_4.html,705
2024-01-01T03:41:00,guest,file_read,10.0.0.5,/var/www/html/index_5.html,4331
2024-01-01T03:42:00,user2,file_write,10.0.0.5,/var/www/html/index_3.html,2032
2024-01-01T03:43:00,user1,login_success,172.16.0.2,/var/www/html/index_2.html,4865
2024-01-01T03:44:00,user1,file_read,192.168.1.10,/var/www/html/index_5.html,1725
2024-01-01T03:45:00,admin,login_success,10.0.0.5,/var/www/html/index_2.html,533
2024-01-01T03:46:00,admin,file_read,172.16.0.2,/var/www/html/index_5.html,4602
2024-01-01T03:47:00,user2,connection_established,10.0.0.5,/var/www/html/index_5.html,1290
2024-01-01T03:48:00,user1,login_success,10.0.0.5,/var/www/html/index_6.html,3689
2024-01-01T03:49:00,user2,file_read,192.168.1.11,/var/www/html/index_1.html,1362
2024-01-01T03:50:00,backup_svc,logout,10.0.0.5,/var/www/html/index_4.html,2372
2024-01-01T03:51:00,admin,login_success,172.16.0.2,/var/www/html/index_9.html,1031
2024-01-01T03:52:00,guest,file_read,10.0.0.5,/var/www/html/index_9.html,3757
2024-01-01T03:53:00,user1,file_write,172.16.0.2,/var/www/html/index_5.html,2599
2024-01-01T03:54:00,guest,file_write,10.0.0.5,/var/www/html/index_3.html,4708
2024-01-01T03:55:00,guest,logout,172.16.0.2,/var/www/html/index_3.html,3985
2024-01-01T03:56:00,guest,connection_established,192.168.1.10,/var/www/html/index_6.html,4457
2024-01-01T03:57:00,admin,logout,172.16.0.2,/var/www/html/index_1.html,2828
2024-01-01T03:58:00,user1,logout,192.168.1.11,/var/www/html/index_7.html,479
2024-01-01T03:59:00,user1,connection_established,192.168.1.10,/var/www/html/index_2.html,788
2024-01-01T04:00:00,backup_svc,logout,172.16.0.2,/var/www/html/index_6.html,3675
2024-01-01T04:01:00,guest,connection_established,172.16.0.2,/var/www/html/index_6.html,4612
2024-01-01T04:02:00,guest,file_write,10.0.0.5,/var/www/html/index_7.html,1549
2024-01-01T04:03:00,user1,file_read,10.0.0.5,/var/www/html/index_8.html,4907
2024-01-01T04:04:00,admin,file_write,172.16.0.2,/var/www/html/index_8.html,2727
2024-01-01T04:05:00,guest,login_success,192.168.1.11,/var/www/html/index_7.html,1876
2024-01-01T04:06:00,user1,connection_established,172.16.0.2,/var/www/html/index_5.html,3523
2024-01-01T04:07:00,user2,logout,192.168.1.11,/var/www/html/index_6.html,1344
2024-01-01T04:08:00,admin,file_read,192.168.1.10,/var/www/html/index_5.html,2668
2024-01-01T04:09:00,guest,login_success,172.16.0.2,/var/www/html/index_7.html,4918
2024-01-01T04:10:00,unknown_attacker,login_failure,8.8.8.8,/var/www/html/index_6.html,84647
2024-01-01T04:11:00,user2,connection_established,192.168.1.11,/var/www/html/index_9.html,1165
2024-01-01T04:12:00,user2,connection_established,172.16.0.2,/var/www/html/index_9.html,3104
2024-01-01T04:13:00,user2,connection_established,192.168.1.10,/var/www/html/index_1.html,1899
2024-01-01T04:14:00,guest,login_success,192.168.1.11,/var/www/html/index_9.html,628
2024-01-01T04:15:00,user2,logout,192.168.1.11,/var/www/html/index_3.html,486
2024-01-01T04:16:00,admin,connection_established,192.168.1.11,/var/www/html/index_1.html,4682
2024-01-01T04:17:00,backup_svc,file_read,10.0.0.5,/var/www/html/index_7.html,4827
2024-01-01T04:18:00,backup_svc,connection_established,10.0.0.5,/var/www/html/index_9.html,2634
2024-01-01T04:19:00,backup_svc,file_write,10.0.0.5,/var/www/html/index_4.html,2759
2024-01-01T04:20:00,user2,file_write,10.0.0.5,/var/www/html/index_1.html,4204
2024-01-01T04:21:00,guest,login_success,10.0.0.5,/var/www/html/index_2.html,2615
2024-01-01T04:22:00,user1,login_success,192.168.1.11,/var/www/html/index_9.html,4717
2024-01-01T04:23:00,user1,file_read,192.168.1.10,/var/www/html/index_2.html,148
2024-01-01T04:24:00,backup_svc,login_success,172.16.0.2,/var/www/html/index_8.html,4791
2024-01-01T04:25:00,user1,login_success,172.16.0.2,/var/www/html/index_5.html,157
2024-01-01T04:26:00,user2,file_read,10.0.0.5,/var/www/html/index_7.html,1446
2024-01-01T04:27:00,guest,logout,10.0.0.5,/var/www/html/index_2.html,4274
2024-01-01T04:28:00,user1,connection_established,10.0.0.5,/var/www/html/index_3.html,4433
2024-01-01T04:29:00,guest,connection_established,10.0.0.5,/var/www/html/index_9.html,1327
2024-01-01T04:30:00,user1,file_read,192.168.1.10,/var/www/html/index_4.html,2728
2024-01-01T04:31:00,guest,file_read,192.168.1.10,/var/www/html/index_6.html,4879
2024-01-01T04:32:00,guest,file_write,192.168.1.11,/var/www/html/index_6.html,2173
2024-01-01T04:33:00,admin,connection_established,192.168.1.11,/var/www/html/index_6.html,3007
2024-01-01T04:34:00,guest,logout,192.168.1.10,/var/www/html/index_9.html,2190
2024-01-01T04:35:00,backup_svc,file_write,172.16.0.2,/var/www/html/index_2.html,4126
2024-01-01T04:36:00,user1,file_read,192.168.1.10,/var/www/html/index_1.html,4524
2024-01-01T04:37:00,guest,logout,172.16.0.2,/var/www/html/index_3.html,952
2024-01-01T04:38:00,user2,connection_established,10.0.0.5,/var/www/html/index_5.html,3998
2024-01-01T04:39:00,user2,file_read,172.16.0.2,/var/www/html/index_6.html,2234
2024-01-01T04:40:00,backup_svc,logout,10.0.0.5,/var/www/html/index_3.html,797
2024-01-01T04:41:00,guest,file_read,192.168.1.10,/var/www/html/index_2.html,3882
2024-01-01T04:42:00,user2,file_read,192.168.1.10,/var/www/html/index_9.html,826
2024-01-01T04:43:00,admin,connection_established,172.16.0.2,/var/www/html/index_1.html,3597
2024-01-01T04:44:00,backup_svc,login_success,10.0.0.5,/var/www/html/index_1.html,2205
2024-01-01T04:45:00,backup_svc,logout,192.168.1.11,/var/www/html/index_8.html,2907
2024-01-01T04:46:00,backup_svc,file_write,10.0.0.5,/var/www/html/index_2.html,2779
2024-01-01T04:47:00,admin,logout,192.168.1.10,/var/www/html/index_2.html,1308
2024-01-01T04:48:00,admin,file_write,10.0.0.5,/var/www/html/index_9.html,4822
2024-01-01T04:49:00,admin,logout,10.0.0.5,/var/www/html/index_4.html,4321
2024-01-01T04:50:00,user2,file_read,10.0.0.5,/var/www/html/index_6.html,2039
2024-01-01T04:51:00,backup_svc,login_success,192.168.1.11,/var/www/html/index_3.html,3366
2024-01-01T04:52:00,admin,login_success,192.168.1.10,/var/www/html/index_6.html,2919
2024-01-01T04:53:00,guest,file_read,192.168.1.10,/var/www/html/index_4.html,4462
2024-01-01T04:54:00,backup_svc,file_write,192.168.1.10,/var/www/html/index_3.html,4162
2024-01-01T04:55:00,admin,file_write,192.168.1.11,/var/www/html/index_8.html,1045
2024-01-01T04:56:00,user1,logout,172.16.0.2,/var/www/html/index_3.html,982
2024-01-01T04:57:00,user2,login_success,192.168.1.11,/var/www/html/index_9.html,2217
2024-01-01T04:58:00,guest,logout,192.168.1.11,/var/www/html/index_3.html,1813
2024-01-01T04:59:00,admin,logout,192.168.1.11,/var/www/html/index_3.html,2755
2024-01-01T05:00:00,unknown_attacker,login_failure,8.8.8.8,/var/www/html/index_6.html,79243
2024-01-01T05:01:00,admin,logout,172.16.0.2,/var/www/html/index_7.html,1245
2024-01-01T05:02:00,user1,file_read,172.16.0.2,/var/www/html/index_2.html,4509
2024-01-01T05:03:00,user2,logout,192.168.1.11,/var/www/html/index_7.html,1544
2024-01-01T05:04:00,backup_svc,logout,172.16.0.2,/var/www/html/index_7.html,2451
2024-01-01T05:05:00,guest,login_success,172.16.0.2,/var/www/html/index_1.html,3040
2024-01-01T05:06:00,backup_svc,file_read,172.16.0.2,/var/www/html/index_6.html,1552
2024-01-01T05:07:00,user1,logout,172.16.0.2,/var/www/html/index_6.html,1024
2024-01-01T05:08:00,guest,logout,192.168.1.11,/var/www/html/index_9.html,4420
2024-01-01T05:09:00,backup_svc,login_success,192.168.1.10,/var/www/html/index_2.html,2349
2024-01-01T05:10:00,user1,login_success,192.168.1.10,/var/www/html/index_2.html,4624
2024-01-01T05:11:00,admin,connection_established,192.168.1.10,/var/www/html/index_5.html,1404
2024-01-01T05:12:00,user1,login_success,192.168.1.10,/var/www/html/index_1.html,2251
2024-01-01T05:13:00,user1,connection_established,192.168.1.11,/var/www/html/index_2.html,2621
